id,user,count,link
0,新疆都市消费晨报,96,https://weibo.com/cb8801111?refer_flag=1001030201_
16,亚心网,91,https://weibo.com/u/1900739345?refer_flag=1001030201_
46,新疆大学北校区微博协会,89,https://weibo.com/u/3899839002?refer_flag=1001030201_
15,新疆师范大学,88,https://weibo.com/576777786?refer_flag=1001030201_
28,彩虹映天山,87,https://weibo.com/u/2474179002?refer_flag=1001030201_
55,新疆农业大学团委,86,https://weibo.com/xjautw?refer_flag=1001030201_
75,新疆财经大学会计学院分团委,85,https://weibo.com/u/3205273880?refer_flag=1001030201_
4,新疆日报,84,https://weibo.com/u/2308711425?refer_flag=1001030201_
23,新疆师范大学微校园,84,https://weibo.com/u/2241193291?refer_flag=1001030201_
65,新疆警察学院记者团,84,https://weibo.com/u/3166607782?refer_flag=1001030201_
70,新疆师范大学语言学院,84,https://weibo.com/u/2611938213?refer_flag=1001030201_
101,新疆大学学生社团联合会南校分会,84,https://weibo.com/xjusl?refer_flag=1001030201_
1,直播新疆,83,https://weibo.com/zhiboxinjiang0991?refer_flag=1001030201_
3,新疆都市报,83,https://weibo.com/xjdsbwb
36,新疆大学研究生会,83,https://weibo.com/u/3235726540?refer_flag=1001030201_
37,新疆大学学生社团联合会,83,https://weibo.com/u/2348985917?refer_flag=1001030201_
39,新疆师范大学学生会,83,https://weibo.com/u/2483918832?refer_flag=1001030201_
48,新疆警察学院学生会,83,https://weibo.com/xjjcxyxsh?refer_flag=1001030201_
58,新疆大学志愿者总队,83,https://weibo.com/u/1882413823?refer_flag=1001030201_
76,新疆大学化学化工学院分团委,83,https://weibo.com/u/2421450260?refer_flag=1001030201_
92,新疆-大学生,83,https://weibo.com/u/3936868989?refer_flag=1001030201_
111,新疆大学学生会北校区分会,83,https://weibo.com/u/3049024872?refer_flag=1001030201_
145,直播交通xjtv,83,https://weibo.com/345265919?refer_flag=1001030201_
5,新疆音乐广播MYFM1039,82,https://weibo.com/myfm1039?refer_flag=1001030201_
9,新疆旅游志,82,https://weibo.com/jlyz?refer_flag=1001030201_
12,新疆故事广播,82,https://weibo.com/1028storyradio?refer_flag=1001030201_
17,新疆大学,82,https://weibo.com/u/3835965033
24,先锋961,82,https://weibo.com/961news?refer_flag=1001030201_
71,新疆警察学院国旗护卫队,82,https://weibo.com/u/3029955793?refer_flag=1001030201_
83,新疆大学机械工程学院学工办,82,https://weibo.com/xdjxxy?refer_flag=1001030201_
86,新疆艺术学院团委学生会,82,https://weibo.com/u/3274557643?refer_flag=1001030201_
97,新疆农业大学林学与园艺学院,82,https://weibo.com/u/3260232457?refer_flag=1001030201_
108,新疆财经大学自行车协会,82,https://weibo.com/u/3927950821?refer_flag=1001030201_
135,新财商院心理驿站,82,https://weibo.com/2011xlyz?refer_flag=1001030201_
142,新医大团委,82,https://weibo.com/u/2036121564?refer_flag=1001030201_
6,新疆经济报,81,https://weibo.com/u/2097319971?refer_flag=1001030201_
7,新疆法制报,81,https://weibo.com/u/1615980787?refer_flag=1001030201_
8,新疆电视台直播民生,81,https://weibo.com/u/2214814343?refer_flag=1001030201_
13,微博新疆,81,https://weibo.com/iwbxj
18,新疆电视台四套,81,https://weibo.com/xjtv4?refer_flag=1001030201_
21,人民网新疆频道,81,https://weibo.com/xjpeople?refer_flag=1001030201_
25,新疆大学学生会,81,https://weibo.com/xjuxsh?refer_flag=1001030201_
33,新疆财经大学知行协会,81,https://weibo.com/u/2488352402?refer_flag=1001030201_
35,新疆大学电影协会,81,https://weibo.com/xjdyxh?refer_flag=1001030201_
42,新疆体院团委,81,https://weibo.com/xjtytw?refer_flag=1001030201_
47,新疆师范大学团委,81,https://weibo.com/u/3137154947?refer_flag=1001030201_
51,新疆农业大学科学技术学院团委,81,https://weibo.com/u/2690497991?refer_flag=1001030201_
56,新疆大学棒垒球队,81,https://weibo.com/xjbaseball?refer_flag=1001030201_
59,新疆财经大学青年志愿者协会,81,https://weibo.com/u/2919100917?refer_flag=1001030201_
61,虎鱼网,81,https://weibo.com/xjtvs?refer_flag=1001030201_
67,XJTV节目中心,81,https://weibo.com/u/2936670024?refer_flag=1001030201_
73,新疆艺术学院传媒系,81,https://weibo.com/409287782?refer_flag=1001030201_
96,新疆大学旅游学院学生会,81,https://weibo.com/xjutourism?refer_flag=1001030201_
98,新疆医科大学励志讲坛,81,https://weibo.com/xjmulzjt?refer_flag=1001030201_
119,新疆大学旅游协会,81,https://weibo.com/u/3006128035?refer_flag=1001030201_
136,新疆师范大学研究生支教团,81,https://weibo.com/679412119?refer_flag=1001030201_
155,爱是你我-新疆网络春晚,81,https://weibo.com/u/3215945951?refer_flag=1001030201_
166,爱部落公益发展中心,81,https://weibo.com/u/3041437277?refer_flag=1001030201_
171,新艺文管系,81,https://weibo.com/u/2416671942?refer_flag=1001030201_
50,新疆大学就业与职业发展,80,https://weibo.com/u/2662253513?refer_flag=1001030201_
52,新疆大学校园广播,80,https://weibo.com/u/2378810974?refer_flag=1001030201_
54,新疆财经大学校学生会权益部,80,https://weibo.com/u/2801218262?refer_flag=1001030201_
57,新疆924民生广播,80,https://weibo.com/u/3236711832?refer_flag=1001030201_
63,新疆企业之声,80,https://weibo.com/u/3189138455?refer_flag=1001030201_
72,新疆巴州交通广播1077,80,https://weibo.com/94201077?refer_flag=1001030201_
79,今日新疆,80,https://weibo.com/u/3228088764?refer_flag=1001030201_
109,新疆师范大学文学院学生会,80,https://weibo.com/u/3891319964?refer_flag=1001030201_
113,新疆农业大学环保志愿服务队,80,https://weibo.com/u/3266412422?refer_flag=1001030201_
116,新疆财经大学金融学院,80,https://weibo.com/u/3214130852?refer_flag=1001030201_
120,新疆人文地理,80,https://weibo.com/u/3254562742?refer_flag=1001030201_
138,奎屯电台1019,80,https://weibo.com/kgjtzs?refer_flag=1001030201_
151,伊犁垦区报,80,https://weibo.com/ylkq?refer_flag=1001030201_
152,奎屯新闻,80,https://weibo.com/u/2770204392?refer_flag=1001030201_
158,新农大科技学院新媒体协会,80,https://weibo.com/xinmeitixiehui?refer_flag=1001030201_
159,新疆铁道职业技术学院学生会,80,https://weibo.com/u/5541837603?refer_flag=1001030201_
160,西陆文学社,80,https://weibo.com/xlwxs?refer_flag=1001030201_
31,新疆财经大学学生会,79,https://weibo.com/u/2730151522?refer_flag=1001030201_
40,新疆农业大学社团联合会,79,https://weibo.com/xndsl?refer_flag=1001030201_
41,新疆教育电视台,79,https://weibo.com/u/2816802163?refer_flag=1001030201_
84,新疆艺术学院社团联合会,79,https://weibo.com/u/3002267841?refer_flag=1001030201_
89,新疆农业大学志愿者协会,79,https://weibo.com/u/2797284182?refer_flag=1001030201_
